NombreCliente,NombreProducto,CantidadVendida,TotalVenta
Tanner Jackson,Front,6,3461.28000000
Cassie Flowers,By,9,2191.77000000
Cassie Flowers,Lose,9,1427.49000000
Cassie Flowers,Peace,1,212.82000000
Cassie Flowers,Window,5,1691.35000000
Erik Sosa,Car,7,5089.28000000
Erik Sosa,Bank,8,7722.80000000
Hannah Smith,Moment,8,365.68000000
Hannah Smith,Half,2,787.92000000
Marie David,Democratic,5,3857.00000000
Marie David,College,10,5490.30000000
Marie David,Along,2,1673.98000000
Marie David,Four,2,55.20000000
Marie David,Lawyer,2,763.52000000
Erik Herring,Wife,9,3082.95000000
Erik Herring,Answer,5,2721.85000000
Erik Herring,Record,9,2881.71000000
Erik Herring,Central,7,1455.44000000
Erik Herring,True,3,1293.72000000
Allen Brown,Including,4,2874.36000000
Allen Brown,Blood,2,1803.70000000
Allen Brown,End,2,890.64000000
Allen Brown,Piece,1,462.12000000
Allen Brown,Center,7,4445.07000000
Melissa Kelley,Vote,4,3328.88000000
Catherine Vasquez,Moment,5,4565.15000000
Catherine Vasquez,Item,2,1015.34000000
Catherine Vasquez,Agree,1,13.03000000
Catherine Vasquez,Agency,5,183.15000000
Alicia Becker,Certain,9,755.46000000
Alicia Becker,Avoid,7,3141.53000000
Alicia Becker,Family,2,790.14000000
Alicia Becker,Hand,10,3797.80000000
Jason Bailey,Price,7,5542.53000000
Deborah Larson,Left,9,3661.20000000
Deborah Larson,Fund,1,969.64000000
Deborah Larson,Skin,6,4265.88000000
Deborah Larson,Speak,3,640.29000000
Deborah Larson,Hold,6,4692.54000000
Kim Ramirez,Social,10,4402.40000000
Alexis Hampton,Either,4,1199.56000000
Stephen Hatfield,Heart,8,6979.28000000
Stephen Hatfield,Listen,5,2163.95000000
Megan Bell,Lose,6,1697.22000000
John Buckley,Push,9,485.37000000
John Buckley,And,3,2932.02000000
John Buckley,Hour,8,4205.28000000
John Buckley,General,7,1749.37000000
Laura Garcia,Agree,1,13.03000000
Kaitlyn Phillips,Road,10,1517.60000000
Kaitlyn Phillips,Property,7,2051.21000000
Kaitlyn Phillips,Lose,8,2063.36000000
Terri Miller,Step,5,3007.70000000
Terri Miller,Care,4,1401.92000000
Terri Miller,Artist,4,3004.04000000
Mark Olson,Man,8,5158.64000000
Mark Olson,Factor,1,374.66000000
Mark Olson,Feel,7,3292.10000000
Cheryl Wood,Participant,6,5297.28000000
Cheryl Wood,Fact,7,2538.06000000
Cheryl Wood,Film,8,996.64000000
Cheryl Wood,Field,4,222.64000000
David Cook,Popular,2,1897.76000000
David Cook,Growth,2,1572.22000000
Samantha Lewis,Woman,10,4750.70000000
Samantha Lewis,Training,1,228.57000000
Stephen Stephens,Matter,1,193.89000000
Stephen Stephens,Word,4,2515.16000000
Dawn Long,Exist,4,3221.36000000
Dawn Long,From,6,4148.40000000
Dawn Long,Far,8,2837.44000000
Dawn Long,Left,1,599.62000000
Jamie Blackburn,Four,10,276.00000000
Jamie Blackburn,Only,6,4405.56000000
Jamie Blackburn,Vote,5,307.60000000
Jamie Blackburn,College,8,4392.24000000
Jamie Blackburn,Offer,3,331.35000000
Gregory Morgan,Thus,3,163.95000000
Gregory Morgan,Popular,1,283.33000000
Gregory Morgan,Fund,10,4522.30000000
Gregory Morgan,Need,4,2322.28000000
Roger King,Hand,10,3797.80000000
Roger King,Assume,1,164.32000000
Roger King,Cut,2,1483.52000000
Roger King,Should,5,1724.10000000
Roger King,Win,5,1283.60000000
Katie Davis,Quite,5,2316.45000000
Katie Davis,Other,5,4713.50000000
Katie Davis,Sure,4,2024.20000000
Andrew Bryant,Reduce,4,2085.44000000
Andrew Bryant,Answer,5,3136.55000000
Andrew Bryant,Agreement,2,678.34000000
Andrew Bryant,Moment,6,5478.18000000
Marissa Lopez,Family,2,202.26000000
Marissa Lopez,Message,4,3306.60000000
Marissa Lopez,Lose,9,2545.83000000
Marissa Lopez,Health,10,8169.80000000
Marissa Lopez,Experience,9,6010.20000000
Kevin Smith,Outside,6,1815.84000000
Kevin Smith,With,5,81.00000000
Kevin Smith,Ask,2,39.64000000
Kevin Smith,Ability,8,6139.52000000
Tammy Smith,Across,10,3146.20000000
Tammy Smith,Carry,10,5130.40000000
Tammy Smith,Memory,9,2345.40000000
Tammy Smith,Nor,8,3789.60000000
Tammy Smith,Create,1,692.73000000
Andrew Duncan,Cultural,5,4849.95000000
Andrew Duncan,Detail,10,4356.30000000
Chris Clark,Everyone,3,2030.58000000
Chris Clark,Down,6,3052.62000000
Chris Clark,Black,8,6286.96000000
Chris Clark,Event,8,1560.48000000
Chris Clark,Present,5,4170.95000000
Tyler Fuller,When,4,2655.32000000
Tyler Fuller,Capital,7,6331.50000000
Tyler Fuller,Thing,4,3227.96000000
Tyler Fuller,Sport,2,1231.00000000
Veronica Davis,It,9,1914.57000000
Veronica Davis,Heart,9,7851.69000000
Veronica Davis,Price,10,7917.90000000
Karen Blair,Room,9,7704.72000000
Jessica Mcpherson,Lot,5,2054.70000000
Jessica Mcpherson,Point,5,1021.00000000
Jessica Mcpherson,Hold,6,4692.54000000
Jessica Mcpherson,Scene,7,6766.62000000
Jessica Mcpherson,Forget,8,4587.44000000
Abigail Trevino,Age,5,2296.75000000
Laura Hall,Him,2,1135.76000000
Luis Hughes,True,8,7564.88000000
Luis Hughes,Myself,8,5347.04000000
Daniel Thompson,Paper,3,1429.47000000
Daniel Thompson,Dark,7,1499.89000000
Thomas Rowland,Most,9,2344.86000000
Thomas Rowland,Rule,1,946.36000000
Thomas Rowland,According,7,3588.90000000
Thomas Rowland,Over,5,3814.50000000
Jerry Williams,Information,3,2466.96000000
Jerry Williams,Box,3,2775.69000000
Nichole Thomas,Doctor,1,120.23000000
Nichole Thomas,Safe,1,67.39000000
Nichole Thomas,Free,4,3831.92000000
Nichole Thomas,Recognize,7,3638.74000000
Paul Mann,Research,5,2290.05000000
Paul Mann,Fast,1,372.94000000
Paul Mann,Including,9,3921.30000000
Paul Mann,Argue,6,314.52000000
Brianna Rollins,Institution,3,1622.10000000
Brianna Rollins,Store,1,300.31000000
Andrew Madden,Million,1,53.90000000
Andrew Madden,Single,2,72.24000000
Andrew Madden,Letter,8,149.84000000
Andrew Madden,Able,3,677.10000000
Kimberly Anderson,Reflect,1,156.34000000
Kimberly Anderson,Look,3,751.77000000
Joseph Gordon,Push,9,8282.52000000
Joseph Gordon,Hit,4,302.92000000
Joseph Gordon,Range,5,2571.75000000
Joseph Gordon,Movie,1,614.95000000
Joseph Gordon,Whatever,9,7717.50000000
Danny Schmidt,Available,8,5456.72000000
Danny Schmidt,Care,2,700.96000000
Danny Schmidt,Should,3,1034.46000000
Danny Schmidt,Various,8,1314.32000000
Danny Schmidt,Put,9,5637.96000000
Nicholas Warner,He,6,1241.76000000
Nicholas Warner,Effort,7,5087.60000000
Nicholas Warner,Start,6,5691.72000000
Nicholas Warner,Claim,2,1547.66000000
Philip Richards,Front,2,1153.76000000
Philip Richards,Sort,3,430.14000000
Philip Richards,Short,9,7250.40000000
Cynthia Diaz,Second,6,2710.14000000
Cynthia Diaz,Capital,5,4522.50000000
Cynthia Diaz,Marriage,8,2508.96000000
Cynthia Diaz,Health,7,5718.86000000
Cynthia Diaz,Rock,4,2178.12000000
Richard Petty,Play,4,2650.08000000
Amanda Fox,Growth,5,150.20000000
Amanda Fox,New,1,12.56000000
Aaron Brown,Well,6,4663.92000000
Aaron Brown,Bar,5,1452.00000000
Aaron Brown,Mrs,1,406.87000000
Aaron Brown,Consider,6,2000.94000000
Aaron Brown,Before,6,4386.96000000
Heather Bartlett,Trip,7,264.32000000
Heather Bartlett,Citizen,3,23.94000000
Heather Bartlett,Law,10,102.90000000
Heather Bartlett,Moment,2,1539.26000000
Kimberly Gardner,Theory,7,4840.71000000
Kimberly Gardner,Structure,9,4801.41000000
Natasha Logan,Get,8,6181.28000000
Adam Anderson,Finally,1,526.15000000
Adam Anderson,Teach,6,823.32000000
Adam Anderson,Increase,1,872.69000000
Adam Anderson,Gas,10,8402.50000000
Adam Anderson,Much,10,7322.10000000
Jason Anderson,Hold,5,4241.25000000
Jason Anderson,Other,10,7302.80000000
Jason Anderson,Name,9,2890.35000000
Stephanie Bass,Than,4,1173.52000000
Stephanie Bass,End,4,23.28000000
Stephanie Bass,Shoulder,10,4213.90000000
Stephanie Bass,Everything,3,1455.87000000
Stephanie Bass,Debate,3,368.82000000
Jeffery Adams,Hope,2,265.08000000
Jeffery Adams,There,7,4450.32000000
Jeffery Adams,Record,10,5142.00000000
Jeffery Adams,From,6,5456.88000000
Michelle Miller,Federal,6,5145.00000000
Connie Bailey,Compare,8,1177.44000000
Marvin Weber,Street,8,6952.48000000
Marvin Weber,Exist,8,3648.40000000
Marvin Weber,Which,5,1703.35000000
Savannah Carlson,Response,6,1627.68000000
Mike Fernandez,Return,6,1945.62000000
Mike Fernandez,Mrs,9,3661.83000000
Paul Kirby,Analysis,9,1454.13000000
Paul Kirby,Parent,7,1719.41000000
Paul Kirby,Enough,2,978.20000000
Paul Kirby,Glass,7,2510.34000000
Sarah Williams,Turn,10,3050.10000000
Sarah Williams,Time,7,4307.80000000
Sarah Williams,Happy,9,5727.15000000
Sarah Williams,Or,1,195.34000000
Gary Riley,Administration,6,5188.68000000
Debbie Vaughan,Success,6,214.32000000
Debbie Vaughan,Former,5,1397.00000000
Debbie Vaughan,Him,1,919.92000000
Debbie Vaughan,Nor,1,473.70000000
Thomas Morgan,Bag,7,4398.17000000
Thomas Morgan,Traditional,5,3075.40000000
Thomas Morgan,Street,3,2607.18000000
Thomas Morgan,Then,8,5116.80000000
Carlos Morse,Child,7,5265.19000000
Carlos Morse,Garden,7,2574.11000000
Adam Lee,Others,1,506.47000000
Adam Lee,Popular,5,1339.80000000
Adam Lee,Involve,10,5391.70000000
Adam Lee,It,8,7127.92000000
Sarah Davis,Interesting,10,8935.10000000
Sarah Davis,Avoid,3,1346.37000000
Sarah Davis,Huge,8,4816.24000000
Kimberly Garcia,Small,1,160.87000000
Kimberly Garcia,Style,1,209.97000000
Kimberly Garcia,Job,9,3170.16000000
Kimberly Garcia,Size,6,3796.08000000
Kimberly Garcia,This,5,2362.50000000
Kristen Gallagher,President,3,1965.18000000
Kristen Gallagher,Born,4,891.40000000
Kristen Gallagher,Center,2,1316.98000000
Andrew Craig,Remain,1,912.98000000
Andrew Craig,While,10,1701.50000000
Andrew Craig,Green,2,1808.10000000
Andrew Craig,Per,8,2036.32000000
Stephen Perkins,Always,2,520.42000000
Stephen Perkins,Something,4,1979.00000000
Stephen Perkins,Campaign,7,5902.26000000
Brandon Newton,Standard,8,7842.96000000
Ashley Richardson,Site,8,5742.56000000
Ashley Richardson,Fund,7,6787.48000000
Ashley Richardson,Single,9,7888.23000000
Haley Case,Outside,10,3026.40000000
Ronald Marks,Class,10,7863.10000000
Ronald Marks,Democratic,2,1542.80000000
Steven Ramirez,You,4,2578.48000000
Steven Ramirez,Message,7,4457.11000000
Steven Ramirez,Response,3,2997.36000000
Steven Ramirez,Either,8,1650.80000000
Steven Ramirez,Ball,3,2708.46000000
John Smith,Provide,3,423.78000000
Tina Sanchez,Whatever,1,290.98000000
Tina Sanchez,Section,6,1315.02000000
Tina Sanchez,Positive,6,576.90000000
Tina Sanchez,Who,7,5967.22000000
Robert Jones,Little,10,4113.00000000
Robert Jones,Support,6,4403.40000000
Robert Jones,Sure,1,250.74000000
Melanie Garcia,Election,10,5464.70000000
Melanie Garcia,Over,6,1451.70000000
Jasmine Zhang,If,1,988.80000000
Jasmine Zhang,Stay,8,1630.56000000
Mary Pineda,Through,1,885.93000000
Mary Pineda,Significant,5,1871.95000000
Mary Pineda,Language,5,3771.70000000
Mary Pineda,Interview,3,1182.12000000
Martha Johnson,Change,2,758.52000000
Martha Johnson,Color,1,123.88000000
Martha Johnson,Cell,6,3033.24000000
Christopher Johnson,Compare,6,2489.16000000
Christopher Johnson,Measure,3,1543.74000000
Christopher Johnson,Religious,1,559.23000000
Christopher Johnson,Pattern,6,3907.20000000
Daniel Dodson,Room,4,520.12000000
Daniel Dodson,Various,1,164.29000000
Daniel Dodson,Chair,9,874.53000000
Daniel Dodson,Mouth,5,2099.20000000
Shawn Daugherty,School,8,6988.00000000
Michael Davis,Discover,1,882.13000000
Michael Davis,According,9,3420.36000000
Michael Davis,Enjoy,10,286.50000000
Jessica Sloan,Year,4,1408.48000000
Jessica Sloan,Sure,1,573.12000000
Jessica Sloan,Shoulder,1,98.21000000
Jessica Sloan,Scene,7,4009.67000000
Rachel Johnson,Pattern,4,1675.00000000
Rachel Johnson,West,10,2830.10000000
Joshua Kim,Think,3,624.54000000
Joshua Kim,Information,8,5300.56000000
Joshua Kim,Parent,1,78.60000000
Robert Patrick,Box,9,8327.07000000
Robert Patrick,But,9,8513.01000000
Randall King,Arrive,10,9071.30000000
Randall King,Rock,1,348.57000000
Randall King,Everyone,6,1738.26000000
Randall King,Serve,3,2358.09000000
Victoria Schneider,Hit,8,6483.60000000
Victoria Schneider,At,9,8937.90000000
Victoria Schneider,Believe,6,252.36000000
Elizabeth Richardson,Focus,7,5904.08000000
Elizabeth Richardson,Place,8,6970.56000000
Elizabeth Richardson,Expect,10,2291.80000000
Elizabeth Richardson,End,1,549.63000000
Elizabeth Richardson,Lawyer,7,2672.32000000
Erika Johnson,Subject,5,1390.80000000
Erika Johnson,Race,7,358.96000000
Erika Johnson,Parent,8,2768.80000000
Erika Johnson,Of,5,2289.20000000
Erika Johnson,Reflect,6,938.04000000
Zachary Odonnell,Claim,1,58.56000000
Zachary Odonnell,Something,9,1591.83000000
Zachary Odonnell,Animal,3,1006.41000000
Zachary Odonnell,Speech,5,2977.20000000
Zachary Odonnell,Inside,4,3551.84000000
Haley Williams,Focus,2,484.52000000
Haley Williams,Pass,4,399.40000000
Haley Williams,Book,10,2487.70000000
Haley Williams,Good,3,927.87000000
Frank Guzman,Western,9,1798.47000000
Frank Guzman,Shoulder,9,3792.51000000
Kendra Barajas,Ability,4,1352.16000000
Jesse Davis,Ask,7,4994.43000000
Scott Adams,Physical,2,1671.30000000
Scott Adams,Heart,9,7700.67000000
Kimberly Bailey,Painting,3,37.17000000
Harold Wang,Less,10,6048.40000000
Harold Wang,Remember,8,1459.28000000
Harold Wang,Whole,10,1301.00000000
Mckenzie Chavez,Factor,7,2622.62000000
Gina Travis,Family,2,1568.72000000
Gina Travis,Inside,2,417.60000000
Brenda Johnston,Scene,7,1195.46000000
Brenda Johnston,Summer,5,2884.45000000
Brenda Johnston,Prove,1,858.26000000
Donald Morales,Structure,8,4267.92000000
Donald Morales,Form,3,2978.04000000
Donald Morales,Which,10,3406.70000000
Donald Morales,Them,9,725.58000000
Donald Morales,Than,1,199.84000000
Michael Garcia,Safe,6,3335.28000000
Michael Garcia,Avoid,8,3590.32000000
Michael Garcia,Get,8,6181.28000000
Kristina Lucas,See,2,117.18000000
Kristina Lucas,Newspaper,7,3250.24000000
Kristina Lucas,Get,1,456.95000000
Damon Hart,Live,6,2146.68000000
Joel Brown,Day,10,5559.90000000
Joel Brown,Every,8,5143.28000000
Joel Brown,Everyone,2,1353.72000000
Joel Brown,Provide,4,565.04000000
Ann Alvarado,Science,5,4716.65000000
Timothy Welch,Scene,5,853.90000000
Jeffrey Jacobs,Management,3,358.65000000
Jeffrey Jacobs,Including,8,7927.84000000
Jeffrey Jacobs,Magazine,2,818.94000000
Jeffrey Jacobs,Citizen,1,7.98000000
Kenneth Larson,Social,4,1760.96000000
Kenneth Larson,Him,4,3679.68000000
Katherine Decker,Animal,10,4799.20000000
Katherine Decker,Statement,5,4376.95000000
Melissa Luna,Where,2,1167.04000000
Melissa Luna,Save,2,579.22000000
George Barnes,Performance,6,4914.00000000
George Barnes,Energy,9,410.85000000
George Barnes,Country,2,104.52000000
Douglas Weber,Rock,7,806.82000000
Douglas Weber,Hand,5,4382.40000000
Douglas Weber,Poor,4,2053.52000000
Douglas Weber,Religious,6,3355.38000000
Douglas Weber,Age,8,1744.48000000
Samantha Garcia,Little,2,1252.44000000
Samantha Garcia,Million,1,53.90000000
Samantha Garcia,Cultural,7,474.81000000
Samantha Garcia,Western,9,1798.47000000
Samantha Garcia,Cultural,5,339.15000000
Kathryn Mathis,Require,4,3133.24000000
Kathryn Mathis,Lot,9,4471.20000000
Andrea Alexander,Animal,9,3019.23000000
Andrea Alexander,Day,6,816.78000000
Melvin Whitaker,Cause,2,1635.92000000
Melvin Whitaker,Bring,2,246.12000000
Melvin Whitaker,Include,3,1734.24000000
William Greene,Present,1,834.19000000
William Greene,Answer,3,354.66000000
William Greene,Thing,2,182.04000000
Charles Smith,Reduce,7,3649.52000000
Charles Smith,Miss,5,2050.00000000
Charles Smith,Away,1,970.91000000
Sara Williams,Bank,9,8688.15000000
Sara Williams,Pass,8,798.80000000
Sara Williams,Group,7,6279.98000000
Sara Williams,End,6,3297.78000000
Sara Williams,Authority,3,2547.03000000
Alexander Brown,Shake,8,3909.28000000
Alexander Brown,Record,2,576.20000000
Benjamin Brown,Trip,2,75.52000000
Benjamin Brown,Low,9,2970.18000000
Benjamin Brown,Value,7,3158.61000000
Matthew Harris,Someone,4,2956.08000000
Matthew Harris,Assume,7,4574.64000000
Matthew Harris,Official,10,6381.00000000
Matthew Harris,Important,10,6880.10000000
Richard Whitney,Then,6,4916.88000000
Megan Robinson,Black,2,1560.62000000
Megan Robinson,Media,1,588.17000000
Megan Robinson,Media,1,341.69000000
Pam Cameron,Tonight,9,5321.34000000
Pam Cameron,Memory,5,2415.05000000
Pam Cameron,Week,7,2846.20000000
Amy Harris,Quickly,6,3298.02000000
Amy Harris,Mr,7,635.46000000
Amy Harris,Tree,3,1370.43000000
Amy Harris,Artist,10,4996.70000000
Amy Harris,Black,2,1560.62000000
Danny Campbell,Assume,9,7110.90000000
Danny Campbell,Beyond,4,2285.44000000
Danny Campbell,Rather,1,506.80000000
Amanda Cobb,Decade,10,9774.80000000
Amanda Cobb,Themselves,9,5870.34000000
Lisa Wilson,But,6,888.54000000
Lisa Wilson,War,5,706.95000000
Lisa Wilson,Field,3,2814.57000000
Lisa Wilson,Bed,4,339.08000000
Lisa Wilson,Traditional,1,315.19000000
Patrick Roberts,Bed,4,1615.36000000
Patrick Roberts,Least,7,5637.59000000
Patrick Roberts,Drug,6,354.90000000
Patrick Roberts,Media,6,2050.14000000
Stephanie Sexton,Our,3,1123.14000000
Stephanie Sexton,Other,6,5656.20000000
Stephanie Sexton,Think,3,624.54000000
Emily Crawford,Vote,6,2271.18000000
Emily Crawford,North,3,1012.05000000
Leah Scott,Save,7,2027.27000000
Leah Scott,Social,3,1320.72000000
Danny Schmidt,You,8,5156.96000000
Danny Schmidt,Actually,8,4510.24000000
Andrew Bryant,Personal,8,5031.28000000
Andrew Bryant,Water,3,2823.33000000
Andrew Bryant,Newspaper,1,551.69000000
Andrew Bryant,Per,7,1781.78000000
Andrew Bryant,Fall,7,4387.88000000
Richard Smith,Discover,3,541.47000000
Richard Smith,Right,3,2483.85000000
Richard Smith,Investment,1,729.48000000
Richard Smith,Claim,6,4642.98000000
Ashley Price,Arrive,6,2557.14000000
Ashley Price,Talk,1,860.36000000
Ashley Price,Through,10,1749.10000000
Ashley Price,Hour,1,525.66000000
Elizabeth Vega,Positive,8,769.20000000
Elizabeth Vega,Career,10,834.40000000
Elizabeth Vega,Economic,5,1369.45000000
Elizabeth Vega,Guy,5,3339.20000000
Elizabeth Vega,Onto,7,3486.70000000
Ralph Mason,Research,5,2363.30000000
Ralph Mason,Sometimes,1,593.08000000
Ralph Mason,Science,3,2829.99000000
Ralph Mason,Rise,10,6643.90000000
Ralph Mason,Possible,9,648.36000000
Alex Pena,Image,5,1000.35000000
Alex Pena,Whole,8,184.56000000
Kristina Miller,Little,5,3180.50000000
Kristina Miller,Why,6,767.04000000
Kristina Miller,Off,5,4704.50000000
Kristina Miller,Certain,9,6190.74000000
Kristina Miller,Probably,9,3482.46000000
Jason Washington,Water,6,2223.48000000
Jason Washington,Not,10,8426.40000000
Chelsea West,Market,10,7611.50000000
Chelsea West,Remember,7,1050.28000000
Chelsea West,Government,1,324.32000000
Chelsea West,Over,1,659.84000000
Gregory Garner,Able,1,838.27000000
Benjamin Miller,Ball,2,1674.36000000
Benjamin Miller,Step,9,2235.33000000
Lisa Christensen,Skin,3,1694.25000000
Lisa Christensen,Best,7,4384.17000000
Lisa Christensen,Dream,6,2835.24000000
Ronald Harris,Cost,2,1789.70000000
Ronald Harris,Response,7,3118.15000000
Jodi Park,Imagine,5,4013.35000000
Jodi Park,Current,10,127.90000000
Jodi Park,Water,8,7528.88000000
Justin Ryan,Total,9,4880.70000000
Justin Ryan,Experience,9,8793.18000000
Justin Ryan,Especially,5,3533.90000000
Lauren Robbins,Identify,6,4911.18000000
Lauren Robbins,Not,8,6741.12000000
Jessica Ross,What,10,9684.30000000
Jessica Ross,History,2,1996.40000000
Jessica Ross,Everyone,9,7376.76000000
Daniel Ayers,Plan,10,1078.80000000
Daniel Ayers,Plan,9,970.92000000
Daniel Ayers,Treatment,7,1209.39000000
Daniel Ayers,Cause,3,2453.88000000
Daniel Ayers,Performance,3,2026.80000000
Hunter Vincent,Push,1,989.42000000
Hunter Vincent,Candidate,4,1424.16000000
Hunter Vincent,Television,8,1062.24000000
Ronnie Harrison,North,9,2272.41000000
Julia Nelson,Customer,10,9423.80000000
Julia Nelson,Member,7,1021.79000000
Julia Nelson,Father,4,2570.76000000
Kyle Lee,Situation,6,670.26000000
Kyle Lee,Head,1,603.28000000
Brittney Lynch,Mean,10,2656.10000000
Amy Reynolds,Spend,7,5438.79000000
Amy Reynolds,Form,2,993.34000000
Amy Reynolds,Through,9,5540.76000000
Michele White,Success,5,178.60000000
Michele White,Long,7,242.06000000
Michele White,Necessary,7,619.64000000
Michele White,Open,1,95.18000000
Michele White,Note,5,2307.05000000
Jason Arnold,Production,5,2131.40000000
Michelle Jones,Forward,8,2906.80000000
Michelle Jones,Speech,7,421.40000000
Michelle Jones,Read,1,242.62000000
Timothy Reed,Research,6,2253.00000000
Alan Farmer,Knowledge,1,944.68000000
Alan Farmer,Official,2,1276.20000000
Edward Anderson,Trouble,7,6154.61000000
Edward Anderson,Late,2,1606.48000000
Edward Anderson,While,7,1191.05000000
Amy Ross,Social,1,440.24000000
Amy Ross,Exactly,2,941.90000000
Amy Ross,Them,6,2672.70000000
Amy Ross,Half,1,393.96000000
Kendra Barajas,Clearly,1,155.39000000
Kendra Barajas,Rule,6,5678.16000000
Kendra Barajas,Available,3,2046.27000000
Kendra Barajas,Reflect,1,327.31000000
Andrew Craig,Interest,5,3876.15000000
Andrew Craig,Hot,7,1090.25000000
Randy Huffman,Begin,4,239.04000000
Randy Huffman,Bill,1,240.02000000
Jennifer Black,Other,10,9427.00000000
Carl Allen,Growth,1,786.11000000
Carl Allen,Soldier,8,7318.08000000
Carl Allen,Happen,5,826.65000000
Carl Allen,Door,10,3271.20000000
Tracy Williams,Parent,2,491.26000000
Tracy Williams,Trouble,8,1019.68000000
Kelly Espinoza,Mean,2,1623.38000000
Kelly Espinoza,Those,10,6993.30000000
Kelly Espinoza,Up,6,4597.14000000
Peter Reese,Cell,4,333.96000000
Peter Reese,Sense,3,271.14000000
Peter Reese,Someone,5,2934.60000000
Peter Reese,Rest,4,2217.04000000
Peter Reese,Speak,4,2827.44000000
Jeremy Taylor,Focus,3,1082.28000000
Jeremy Taylor,Glass,9,7833.06000000
Aaron Hernandez,Cost,6,3661.86000000
Aaron Hernandez,Personal,2,949.62000000
Aaron Hernandez,Whole,3,69.21000000
Aaron Hernandez,Course,9,7339.14000000
Aaron Hernandez,Produce,4,991.92000000
Rachel Cook,Citizen,2,988.40000000
Rachel Cook,Executive,5,256.15000000
Rachel Cook,Clearly,4,621.56000000
Steven Mayo,Others,6,2960.04000000
Steven Mayo,Far,3,2059.89000000
Steven Mayo,Newspaper,5,2758.45000000
Steven Mayo,Tend,9,7597.62000000
Steven Mayo,Able,4,2426.24000000
Eric Long,Republican,10,8266.50000000
Eric Long,Best,6,3757.86000000
Amanda Beasley,Forward,10,3633.50000000
Aaron Gomez,Put,10,6264.40000000
Aaron Gomez,Five,2,1204.80000000
Aaron Gomez,Firm,10,5709.20000000
Meghan Benson,Throw,7,1150.10000000
Meghan Benson,Land,7,3274.25000000
Meghan Benson,Situation,1,111.71000000
Taylor Jones,Although,7,2606.80000000
Taylor Jones,Along,10,1277.00000000
Taylor Jones,Put,5,3453.95000000
Taylor Jones,Single,8,2005.52000000
Taylor Jones,Already,1,69.11000000
Wendy Glover,Over,1,915.79000000
Joshua Ferrell,Teach,4,3253.24000000
Joshua Ferrell,Power,4,3239.12000000
Joshua Ferrell,Member,8,1167.76000000
Alyssa Austin,Source,5,4547.95000000
Jessica Warner,Board,7,1994.79000000
Jessica Warner,Control,6,5055.24000000
Gary Davies,Line,1,706.95000000
Richard Case,Report,9,5880.96000000
Richard Case,Management,3,644.55000000
Richard Case,Over,1,762.90000000
Richard Case,Chance,5,2271.55000000
James Reynolds,Serve,7,6453.58000000
James Reynolds,Some,9,6107.04000000
Paul Jefferson,Action,10,2481.30000000
Patricia Leach,Candidate,8,2848.32000000
Tara Oliver,Class,2,1572.62000000
Tara Oliver,Your,8,988.16000000
Tara Oliver,Expect,7,6968.99000000
Stephanie Harris,Section,5,2604.85000000
Stephanie Harris,You,2,717.32000000
Holly Wallace,Lose,6,2043.96000000
Walter Riley,These,4,3809.60000000
Hannah Howell,Present,5,4170.95000000
Frank Barron,Need,2,1892.48000000
Sean Willis,Discover,7,1263.43000000
Sean Willis,Leave,5,2915.55000000
Sean Willis,Really,6,5775.54000000
Matthew Stein,Just,8,5833.04000000
Matthew Stein,Both,6,5899.80000000
Matthew Stein,Sound,4,47.20000000
Matthew Stein,Window,3,1477.59000000
Matthew Stein,Happen,3,593.49000000
Ashley Noble,Than,8,7928.16000000
Ashley Noble,Song,2,387.22000000
Ashley Noble,Person,9,2140.29000000
Savannah Moore,Visit,6,3447.36000000
Savannah Moore,Another,4,3436.80000000
Emma Fernandez,Throw,8,7123.52000000
Emma Fernandez,Week,10,2306.90000000
Emma Fernandez,Not,9,8157.69000000
Emma Fernandez,Yes,9,8389.53000000
Donna Gutierrez,Until,3,1845.69000000
Donna Gutierrez,Good,9,2783.61000000
Christy Hernandez,Discuss,1,753.51000000
Christy Hernandez,At,1,718.39000000
Robin Gonzalez,Ago,5,3891.60000000
Robin Gonzalez,Very,2,193.16000000
Carolyn Wells,Tree,3,1370.43000000
Carolyn Wells,Doctor,5,531.75000000
Carolyn Wells,Describe,6,4102.26000000
Carolyn Wells,Assume,3,1960.56000000
Arthur Johnson,Analysis,9,2453.22000000
Arthur Johnson,Customer,4,3560.28000000
Arthur Johnson,Certain,5,3856.60000000
Erik Peters,Garden,2,523.00000000
Joshua Best,Seven,8,7910.48000000
Joshua Best,Single,8,2005.52000000
Joshua Best,Figure,3,489.00000000
Joshua Best,So,4,607.88000000
Joshua Best,No,1,473.28000000
Todd Myers,Lot,9,1520.91000000
Daniel Singh,Focus,9,2180.34000000
Daniel Singh,Example,5,4779.25000000
Daniel Singh,Class,9,7076.79000000
Cynthia Ortiz,Doctor,10,1063.50000000
Cynthia Ortiz,Our,6,2246.28000000
Cynthia Ortiz,But,5,4729.45000000
Cynthia Ortiz,Cut,2,464.82000000
Melinda Bartlett,Ask,9,178.38000000
Melinda Bartlett,Treat,4,2316.64000000
Cynthia Kelly,Chair,2,1056.14000000
Cynthia Kelly,See,1,341.03000000
Cynthia Kelly,Little,6,3757.32000000
Cynthia Kelly,Bring,6,738.36000000
Jay Bryan,Avoid,7,1326.57000000
Jay Bryan,Change,4,2936.48000000
Frederick Rogers,Someone,8,4695.36000000
